objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date
1206,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-06-16/racing/29664705_1_endurance-category-ultimate-mysore,3614,1308182400000.0,,Munjur near Mettupalayam,"Meanwhile, stages for both cars and bikes in the 'Ultimate' category were cancelled following landslide after rainfall at Munjur near Mettupalayam.",Munjur near Mettupalayam,25km,landslide,rain,medium,unknown,0.0,,,,,GLC,3614,11.2993,76.9354,India,IN,Tamil Nadu,Mettupalaiyam,0.05,1396310400000.0,
1215,sindhtoday,http://www.sindhtoday.net/south-asia/32058.htm,870,1225238400000.0,,"West Kameng, Arunachal Pradesh",So far about 12 people have died in separate incidents. Most victims died after hillocks caved in on their houses or they were washed away in flash floods caused by unseasonal heavy rains for the past four days,"West Kameng, Arunachal Pradesh",50km,mudslide,downpour,medium,unknown,12.0,,,,,GLC,870,27.4,92.35,India,IN,Arunachal Pradesh,Nashir,13.16,1396310400000.0,
1220,Business Standard,http://www.business-standard.com/article/pti-stories/13-killed-in-nepal-landslides-114062100152_1.html,6082,1403222400000.0,,Pyuthan District,"At least 13 people, including nine from one family, were killed in two separate incidents of landslide triggered by heavy rains in western Nepal. In a separate incident, four people were killed when their house collapsed due to incessant rain in neighbouring Pyuthan district, they said.  Among those killed was a two-year-old girl and a ten- month-old boy.  Policemen, army personnel and local Red Cross volunteers were mobilised for rescue work in the sites hit by landslides.",Pyuthan District,10km,landslide,continuous_rain,small,unknown,4.0,0.0,,,,GLC,6082,28.0084,82.821,Nepal,NP,Rapti,Pyuthan,11.84,1408838400000.0,
1222,www.ekantipur.com,http://www.ekantipur.com/2013/09/04/national/4-hurt-as-landslides-destroy-houses/377477.html,5444,1378166400000.0,,"Pandavkhani, Baglung, Western Region","DSP Gurung said there were a number of landslides in Bungadobhan, Pandavkhani among other VDCs damaging many houses. ÒThe damage caused by the landslides is yet to be assessed as the security personnel who reached there are busy rescuing people,Ó he said.","Pandavkhani, Baglung, Western Region",1km,landslide,downpour,medium,unknown,,,,,,GLC,5444,28.2632,83.3482,Nepal,NP,Dhawalagiri,Nisi Khola,10.76,1396310400000.0,
1223,ranabhola.blogspot,http://ranabhola.blogspot.com/2010/08/gaijatra-observed-kathmandu-26-aug.html,2328,1282608000000.0,,"Mechi hwy at Gumbadanda(?), Pauwasartap(Pauwa Sartap) VDC-7(?), Panchthar, between Ilam and Phidim, ","Vehicular movement has come to a halt along the Mechi Highway’s Ilam-Phidim section since this morning following landslides at Gumbadanda of Pauwasartap VDC-7 of Panchthar.  Kathmandu, 25 Aug.: The monsoon havoc went unabated across the nation with seven people reported dead and 10 missing in floods and landslides in the last two days, The Himalayan Times reports from Biratnagar.   Uncertain date: 23 - 25","Mechi hwy at Gumbadanda(?), Pauwasartap(Pauwa Sartap) VDC-7(?), Panchthar, between Ilam and Phidim, ",25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2328,27.1303,87.8711,Nepal,NP,Mechi,Beteni,9.41,1396310400000.0,
1230,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39218&typeid=2,247,1189209600000.0,,"Lower Shajouba village near Tadubi along NH 39, Manipur ","occurred along NH 39, unsure of exact location","Lower Shajouba village near Tadubi along NH 39, Manipur ",50km,landslide,rain,medium,unknown,,,,,,GLC,247,25.0604,93.9877,India,IN,Manipur,Kalapahar,7.19,1396310400000.0,
1243,The New Indian Express,http://www.newindianexpress.com/nation/Woman-Child-Killed-in-Assam-Landslide/2015/09/01/article3005012.ece,7923,1441065600000.0,,Amingaon,"A mother and her child were killed in a landslide at Amingaon area of Kamrup (Rural) district of Assam this morning, police said.  NDRF personnel from the nearby Changsari camp rushed to the spot and recovered their bodies from under a stone.  The woman has been identified as Sumita Khaklary and the child as Rashmi Khaklary.  The landslide occurred following heavy rainfall for the past few days.  A district official said that construction was banned in Kalipahar area but encroachment was continuing.  The matter would be investigated, he said.",Amingaon,10km,landslide,rain,medium,unknown,2.0,0.0,,,,GLC,7923,26.49349035,91.72137514,India,IN,Assam,Rangia,12.23,1467225979000.0,
1244,e-pao.net,http://e-pao.net/GP.asp?src=4..230711.jul11,3831,1311292800000.0,,Heibok Hills,"Mudslide alarm at Heibok hills Source: The Sangai Express  Imphal, July 22 2011: Following heavy mudslide on the western side of Heibok hills, people of Hiyangthang Tarahei Konjil are caught in a panicky situation.  Apprehension hangs heavy among the people that their homesteads might be buried by the falling mud and earth.  Following heavy downpour in the last 4/5 days, mud and earth started sliding down the hill side from a spot 40 feet above the ground, said the villagers.  Because of the heavy mudslide which occurred near a rice mill, one inter-village road located beneath the hill was closed for some period.  Even as the rice mill belonging to one Md Rabi (63) was saved from the devastating effect of the mudslide by putting wooden fence around it, one hand-pump, a tube-well and a cow shed have been buried by the mudslide.  The IVR was re-opened after the villagers cleared the mound of mud and earth.  The villagers said that a similar mudslide occurred in the other side of Heibok h",Heibok Hills,unknown,landslide,downpour,medium,unknown,0.0,,,,,GLC,3831,24.7992,93.948,India,IN,Manipur,Imphal,6.67,1396310400000.0,
1245,The Arunachal Times,http://www.arunachaltimes.in/arunachal-devastated-by-landslides-and-floods-minor-dead/,11170,1499558400000.0,,Mudslides in Borum and Nyorch,Mudslides in Borum and Nyorch (could not identift Nyorch) affect 6 houses. After constant rains throughout Arunachal Pradesh.,"Naharlagun Sub-District, Papum Pare, Arunachal Pradesh",5km,mudslide,continuous_rain,medium,natural_slope,0.0,0.0,,,,GLC,,27.14163897,93.66495709,India,IN,Arunachal Pradesh,North Lakhimpur,45.01,1499693005000.0,
1264,The Hindu,https://www.thehindu.com/news/national/kerala/train-services-through-nagercoil-thiruvanananthapuram-disrupted-following-landslip/article24695931.ece,14098,1534338320000.0,unknown,Nagercoil-Thiruvanananthapuram Landslides,A landslip between Kuzhithurai and Eraniel stations caused the cancellation of many trains due to flooding.,Between Kuzhithurai and Eraniel stations,10km,landslide,flooding,medium,above_road,0.0,0.0,,,,GLC,,8.25053724,77.26519094,India,IN,Tamil Nadu,Kolachel,8.38,1590152721000.0,
1266,sahilonline,http://www.sahilonline.org/english/news.php?catID=coastalnews&nid=6513&viewed=0,1209,1254441600000.0,,National Highway 17 between Karwar and Ankola (,"The National Highway 17 between Karwar and Ankola has been blocked completely due to the many landslides that occurred on the stetch. Till the previous evening the water had deluged upto 8 to 10 feet, which has further disrupted the traffic movement on the highway.",National Highway 17 between Karwar and Ankola (,25km,landslide,downpour,medium,unknown,,,,,,GLC,1209,14.7395,74.2566,India,IN,Karnataka,Ankola,9.73,1396310400000.0,
1270,India Today,http://indiatoday.intoday.in/story/one-killed-four-injured-in-himachal-landslide/1/706274.html,8482,1467450000000.0,09:00,"Highway 22, near Borag Bypass, near Solan, Himachal Pradesh, India","One person was killed and four others were injured seriously when the vehicle in which they were traveling was hit by the falling boulders at National Highway 22 near Solan, Himachal Pradesh on Saturday morning, police sources told India Today. ""Four Nangal, Punjab residents were travelling in a taxi bearing No PB0A-2820 when boulders hit the moving vehicle near Barog bypass.While Subhash,40, died on the spot his wife Surjit Kaur, daughter Shanvi, son Ishant and taxi driver Nawadi were injured seriously. They were brought to the Regional Hospital Solan for treatment but later referred to PGI Chandigarh as their condition deteriorated,"" Superintendent of Police, Solan Anjum Ara said. The size of the boulders can be estimated from the condition of the vehicle which was badly twisted by the huge boulders. This is second incident within a week when boulders hit moving vehicles.The stretch of National Highway between Parwanoo and Solan has become prone to landslides following the road widen","Highway 22, near Borag Bypass, near Solan, Himachal Pradesh, India",10km,rock_fall,downpour,medium,above_road,1.0,4.0,,http://media2.intoday.in/indiatoday/images/stories/landslide-story__647x404_070216070915.jpg,,GLC,8482,30.89221723,77.09003076,India,IN,Himachal Pradesh,Gannja,9.78,1467832555000.0,
1287,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,3820,1311206400000.0,,"Garhwal, Uttarakhand","Dehradun, July 21 (PTI) Two persons were killed and five injured in Uttarakhand, where incessant rains triggered landslides in Garhwal and Kumaon region, blocking several routes and disrupted normal life.Scores of pilgrims were stranded as the debris from landslides was lying on the routes to 'Chardham'-- Yamunotri, Gangotri, Kedarnath and Badrinath, officials said.One person was killed and another injured when the roof of a bus stand collapsed after overnight heavy rains in Chamoli district.In Almora, a jeep skidded off the road and fell into a gorge leaving one person dead and four others injured, they said.In several places, mud house collapsed and crops were were damaged. 16 people have died and 70 have been injured in rain related incidents during this monsoon season.","Garhwal, Uttarakhand",25km,landslide,rain,medium,unknown,1.0,,,,,GLC,3820,30.1665,78.1123,India,IN,Uttaranchal,Dehradun,6.45,1396310400000.0,
1288,Outlook News,http://www.outlookindia.com/news/article/5-Houses-Damaged-Due-to-Landslide-in-Kashmir/855886,6530,1408298400000.0,18:00,Rengpeth village,Five houses were damaged due to landslides triggered by heavy rains in Kupwara district of north Kashmir.,Rengpeth village,50km,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,6530,34.5382,74.2493,India,IN,Jammu and Kashmir,Nutnus,9.38,1418761672000.0,
1290,thestatesman.net,http://www.thestatesman.net/page.arcview.php?clid=10&id=198313&usrsess=1,269,1190073600000.0,,Geyzing-Jorethang road and Naya Bazar-Legship road,along multiple roads in province,Geyzing-Jorethang road and Naya Bazar-Legship road,50km,landslide,rain,medium,unknown,,,,,,GLC,269,27.2872,88.2816,India,IN,Sikkim,Tista,16.45,1396310400000.0,
1293,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,5275,1375574400000.0,,"Suruhuto Town, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout","Suruhuto Town, Nagaland",10km,landslide,monsoon,medium,unknown,,,,,,GLC,5275,26.1498,94.6055,India,IN,Nagaland,Nagaland,6.31,1396310400000.0,
1294,Tribune,http://www.tribuneindia.com/news/jammu-kashmir/landslide-shuts-jammu-kishtwar-highway-3-000-stranded/56664.html,6908,1426377600000.0,,Doda-Bhaderwah highway,"Meanwhile, the Doda-Bhaderwah highway continues to remain closed for the seventh consecutive day today leading to shortage of essential commodities in the district.",Doda-Bhaderwah highway,5km,landslide,unknown,medium,above_road,0.0,0.0,,,,GLC,6908,33.0977,75.5787,India,IN,Jammu and Kashmir,Thalol,6.34,1431733528000.0,
1304,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-07-18/india/29786319_1_landslides-rohtang-marhi,3777,1310752800000.0,18:00,Rahni,"MANALI: Unable to cross a landslide at Rohtang pass, a driver breathed his last inside his truck near Marhi on Sunday. Landslides have trapped more than 400 vehicles including some tourist vehicles here since Saturday midnight.  According to reports from Rohtang, heavy showers on Saturday night triggered landslides near Rahni Nulla, 12 km below Rohtang. Several vehicles including some LPG gas cylinder carriers were trapped at Marhi. Seeing that damage was huge and restoration of highway was impossible at night, a truck (HP20A-8959) driver, Sukhbir Singh, 30, resident of Una, slept inside the truck and was found dead on Sunday morning. The postmortem of the deceased is yet to be carried out but sources said he died due to severe cold.  He could have been saved if landslides had not forced him to spend the night inside the truck without proper woolens. Manali DSP Shiv Chaudhary said the body was found without warm clothes inside the truck. A source stranded in the jam at Rohtang reported",Rahni,5km,landslide,downpour,medium,unknown,1.0,,,,,GLC,3777,32.3491,77.2181,India,IN,Himachal Pradesh,Chandra,7.47,1396310400000.0,
